-1, 1
-0.998163, 1
-0.996327, 1
-0.99449, 1
-0.992654, 1
-0.990817, 1
-0.988981, 1
-0.987144, 1
-0.985308, 1
-0.983471, 1
-0.981635, 1
-0.979798, 1
-0.977961, 1
-0.976125, 1
-0.974288, 1
-0.972452, 1
-0.970615, 1
-0.968779, 1
-0.966942, 1
-0.965106, 1
-0.963269, 1
-0.961433, 1
-0.959596, 1
-0.957759, 1
-0.955923, 1
-0.954086, 1
-0.95225, 1
-0.950413, 1
-0.948577, 1
-0.94674, 1
-0.944904, 1
-0.943067, 1
-0.94123, 1
-0.939394, 1
-0.937557, 1
-0.935721, 1
-0.933884, 1
-0.932048, 1
-0.930211, 1
-0.928375, 1
-0.926538, 1
-0.924702, 1
-0.922865, 1
-0.921028, 1
-0.919192, 1
-0.917355, 1
-0.915519, 1
-0.913682, 1
-0.911846, 1
-0.910009, 1
-0.908173, 1
-0.906336, 1
-0.9045, 1
-0.902663, 1
-0.900826, 1
-0.89899, 1
-0.897153, 1
-0.895317, 1
-0.89348, 1
-0.891644, 1
-0.889807, 1
-0.887971, 1
-0.886134, 1
-0.884298, 1
-0.882461, 1
-0.880624, 1
-0.878788, 1
-0.876951, 1
-0.875115, 1
-0.873278, 1
-0.871442, 1
-0.869605, 1
-0.867769, 1
-0.865932, 1
-0.864096, 1
-0.862259, 1
-0.860422, 1
-0.858586, 1
-0.856749, 1
-0.854913, 1
-0.853076, 1
-0.85124, 1
-0.849403, 1
-0.847567, 1
-0.84573, 1
-0.843893, 1
-0.842057, 1
-0.84022, 1
-0.838384, 1
-0.836547, 1
-0.834711, 1
-0.832874, 1
-0.831038, 1
-0.829201, 1
-0.827365, 1
-0.825528, 1
-0.823691, 1
-0.821855, 1
-0.820018, 1
-0.818182, 1
-0.816345, 1
-0.814509, 1
-0.812672, 1
-0.810836, 1
-0.808999, 1
-0.807163, 1
-0.805326, 1
-0.803489, 1
-0.801653, 1
-0.799816, 1
-0.79798, 1
-0.796143, 1
-0.794307, 1
-0.79247, 1
-0.790634, 1
-0.788797, 1
-0.786961, 1
-0.785124, 1
-0.783287, 1
-0.781451, 1
-0.779614, 1
-0.777778, 1
-0.775941, 1
-0.774105, 1
-0.772268, 1
-0.770432, 1
-0.768595, 1
-0.766758, 1
-0.764922, 1
-0.763085, 1
-0.761249, 1
-0.759412, 1
-0.757576, 1
-0.755739, 1
-0.753903, 1
-0.752066, 1
-0.75023, 1
-0.748393, 1
-0.746556, 1
-0.74472, 1
-0.742883, 1
-0.741047, 1
-0.73921, 1
-0.737374, 1
-0.735537, 1
-0.733701, 1
-0.731864, 1
-0.730028, 1
-0.728191, 1
-0.726354, 1
-0.724518, 1
-0.722681, 1
-0.720845, 1
-0.719008, 1
-0.717172, 1
-0.715335, 1
-0.713499, 1
-0.711662, 1
-0.709826, 1
-0.707989, 1
-0.706152, 1
-0.704316, 1
-0.702479, 1
-0.700643, 1
-0.698806, 1
-0.69697, 1
-0.695133, 1
-0.693297, 1
-0.69146, 1
-0.689624, 1
-0.687787, 1
-0.68595, 1
-0.684114, 1
-0.682277, 1
-0.680441, 1
-0.678604, 1
-0.676768, 1
-0.674931, 1
-0.673095, 1
-0.671258, 1
-0.669421, 1
-0.667585, 1
-0.665748, 1
-0.663912, 1
-0.662075, 1
-0.660239, 1
-0.658402, 1
-0.656566, 1
-0.654729, 1
-0.652893, 1
-0.651056, 1
-0.649219, 1
-0.647383, 1
-0.645546, 1
-0.64371, 1
-0.641873, 1
-0.640037, 1
-0.6382, 1
-0.636364, 1
-0.634527, 1
-0.632691, 1
-0.630854, 1
-0.629017, 1
-0.627181, 1
-0.625344, 1
-0.623508, 1
-0.621671, 1
-0.619835, 1
-0.617998, 1
-0.616162, 1
-0.614325, 1
-0.612489, 1
-0.610652, 1
-0.608815, 1
-0.606979, 1
-0.605142, 1
-0.603306, 1
-0.601469, 1
-0.599633, 1
-0.597796, 1
-0.59596, 1
-0.594123, 1
-0.592287, 1
-0.59045, 1
-0.588613, 1
-0.586777, 1
-0.58494, 1
-0.583104, 1
-0.581267, 1
-0.579431, 1
-0.577594, 1
-0.575758, 1
-0.573921, 1
-0.572084, 1
-0.570248, 1
-0.568411, 1
-0.566575, 1
-0.564738, 1
-0.562902, 1
-0.561065, 1
-0.559229, 1
-0.557392, 1
-0.555556, 1
-0.553719, 1
-0.551882, 1
-0.550046, 1
-0.548209, 1
-0.546373, 1
-0.544536, 1
-0.5427, 1
-0.540863, 1
-0.539027, 1
-0.53719, 1
-0.535354, 1
-0.533517, 1
-0.53168, 1
-0.529844, 1
-0.528007, 1
-0.526171, 1
-0.524334, 1
-0.522498, 1
-0.520661, 1
-0.518825, 1
-0.516988, 1
-0.515152, 1
-0.513315, 1
-0.511478, 1
-0.509642, 1
-0.507805, 1
-0.505969, 1
-0.504132, 1
-0.502296, 1
-0.500459, 1
-0.498623, 1
-0.496786, 1
-0.494949, 1
-0.493113, 1
-0.491276, 1
-0.48944, 1
-0.487603, 1
-0.485767, 1
-0.48393, 1
-0.482094, 1
-0.480257, 1
-0.478421, 1
-0.476584, 1
-0.474747, 1
-0.472911, 1
-0.471074, 1
-0.469238, 1
-0.467401, 1
-0.465565, 1
-0.463728, 1
-0.461892, 1
-0.460055, 1
-0.458219, 1
-0.456382, 1
-0.454545, 1
-0.452709, 1
-0.450872, 1
-0.449036, 1
-0.447199, 1
-0.445363, 1
-0.443526, 1
-0.44169, 1
-0.439853, 1
-0.438017, 1
-0.43618, 1
-0.434343, 1
-0.432507, 1
-0.43067, 1
-0.428834, 1
-0.426997, 1
-0.425161, 1
-0.423324, 1
-0.421488, 1
-0.419651, 1
-0.417815, 1
-0.415978, 1
-0.414141, 1
-0.412305, 1
-0.410468, 1
-0.408632, 1
-0.406795, 1
-0.404959, 1
-0.403122, 1
-0.401286, 1
-0.399449, 1
-0.397612, 1
-0.395776, 1
-0.393939, 1
-0.392103, 1
-0.390266, 1
-0.38843, 1
-0.386593, 1
-0.384757, 1
-0.38292, 1
-0.381084, 1
-0.379247, 1
-0.37741, 1
-0.375574, 1
-0.373737, 1
-0.371901, 1
-0.370064, 1
-0.368228, 1
-0.366391, 1
-0.364555, 1
-0.362718, 1
-0.360882, 1
-0.359045, 1
-0.357208, 1
-0.355372, 1
-0.353535, 1
-0.351699, 1
-0.349862, 1
-0.348026, 1
-0.346189, 1
-0.344353, 1
-0.342516, 1
-0.34068, 1
-0.338843, 1
-0.337006, 1
-0.33517, 1
-0.333333, 1
-0.331497, 1
-0.32966, 1
-0.327824, 1
-0.325987, 1
-0.324151, 1
-0.322314, 1
-0.320478, 1
-0.318641, 1
-0.316804, 1
-0.314968, 1
-0.313131, 1
-0.311295, 1
-0.309458, 1
-0.307622, 1
-0.305785, 1
-0.303949, 1
-0.302112, 1
-0.300275, 1
-0.298439, 1
-0.296602, 1
-0.294766, 1
-0.292929, 1
-0.291093, 1
-0.289256, 1
-0.28742, 1
-0.285583, 1
-0.283747, 1
-0.28191, 1
-0.280073, 1
-0.278237, 1
-0.2764, 1
-0.274564, 1
-0.272727, 1
-0.270891, 1
-0.269054, 1
-0.267218, 1
-0.265381, 1
-0.263545, 1
-0.261708, 1
-0.259871, 1
-0.258035, 1
-0.256198, 1
-0.254362, 1
-0.252525, 1
-0.250689, 1
-0.248852, 1
-0.247016, 1
-0.245179, 1
-0.243343, 1
-0.241506, 1
-0.239669, 1
-0.237833, 1
-0.235996, 1
-0.23416, 1
-0.232323, 1
-0.230487, 1
-0.22865, 1
-0.226814, 1
-0.224977, 1
-0.22314, 1
-0.221304, 1
-0.219467, 1
-0.217631, 1
-0.215794, 1
-0.213958, 1
-0.212121, 1
-0.210285, 1
-0.208448, 1
-0.206612, 1
-0.204775, 1
-0.202938, 1
-0.201102, 1
-0.199265, 1
-0.197429, 1
-0.195592, 1
-0.193756, 1
-0.191919, 1
-0.190083, 1
-0.188246, 1
-0.18641, 1
-0.184573, 1
-0.182736, 1
-0.1809, 1
-0.179063, 1
-0.177227, 1
-0.17539, 1
-0.173554, 1
-0.171717, 1
-0.169881, 1
-0.168044, 1
-0.166208, 1
-0.164371, 1
-0.162534, 1
-0.160698, 1
-0.158861, 1
-0.157025, 1
-0.155188, 1
